sentences,result
John opens the door to his office desk and picks up a stapler.John places the stapler on the edge of desk.The stapler falls on to the floor.John picks up the staples.The stapler breaks into two pieces with the loose staples spread all over the floor.,plausible
John opens the door to his office desk and picks up a stapler.John places the stapler on the edge of desk.The stapler falls on to the floor.The stapler breaks into two pieces with the loose staples spread all over the floor.John picks up the staples.,implausible
John opens the door to his office desk and picks up a stapler.The stapler falls on to the floor.John places the stapler on the edge of desk.The stapler breaks into two pieces with the loose staples spread all over the floor.John picks up the staples.,implausible
John opens the door to his office desk and picks up a stapler.John places the stapler on the edge of desk.The stapler falls on to the floor.The stapler breaks into two pieces with the loose staples spread all over the floor.John picks up the staples.,implausible
"Lee's son went to the swings.After walking to the park, Lee and his son sat down on the bench to rest.Lee decided to sit under the tree to watch his son play.Lee unpacked their duffel bag with all their things for the day.Lee and his son spent the rest of the day playing with the frisbee, the basketball, and the baseball at the park.",implausible
"After walking to the park, Lee and his son sat down on the bench to rest.Lee's son went to the swings.Lee decided to sit under the tree to watch his son play.Lee unpacked their duffel bag with all their things for the day.Lee and his son spent the rest of the day playing with the frisbee, the basketball, and the baseball at the park.",implausible
"Lee decided to sit under the tree to watch his son play.Lee's son went to the swings.After walking to the park, Lee and his son sat down on the bench to rest.Lee unpacked their duffel bag with all their things for the day.Lee and his son spent the rest of the day playing with the frisbee, the basketball, and the baseball at the park.",implausible
"After walking to the park, Lee and his son sat down on the bench to rest.Lee's son went to the swings.Lee decided to sit under the tree to watch his son play.Lee unpacked their duffel bag with all their things for the day.Lee and his son spent the rest of the day playing with the frisbee, the basketball, and the baseball at the park.",implausible
"Lee and his son spent the rest of the day playing with the frisbee, the basketball, and the baseball at the park.Lee's son went to the swings.Lee decided to sit under the tree to watch his son play.Lee unpacked their duffel bag with all their things for the day.After walking to the park, Lee and his son sat down on the bench to rest.",implausible
"After walking to the park, Lee and his son sat down on the bench to rest.Lee's son went to the swings.Lee decided to sit under the tree to watch his son play.Lee unpacked their duffel bag with all their things for the day.Lee and his son spent the rest of the day playing with the frisbee, the basketball, and the baseball at the park.",implausible
John planned to surprise his son by painting a skateboard and football along with his son's name on the tree house.John built a tree house for his son.John took a drink from his water bottle and admired his work.John finished cleaning up all the paint supplies and wiped his forehead with a towel.John watched as his son jumped up and down for joy after seeing his newly-painted tree house.,implausible
John built a tree house for his son.John planned to surprise his son by painting a skateboard and football along with his son's name on the tree house.John took a drink from his water bottle and admired his work.John finished cleaning up all the paint supplies and wiped his forehead with a towel.John watched as his son jumped up and down for joy after seeing his newly-painted tree house.,plausible
John built a tree house for his son.John finished cleaning up all the paint supplies and wiped his forehead with a towel.John took a drink from his water bottle and admired his work.John planned to surprise his son by painting a skateboard and football along with his son's name on the tree house.John watched as his son jumped up and down for joy after seeing his newly-painted tree house.,plausible
John built a tree house for his son.John planned to surprise his son by painting a skateboard and football along with his son's name on the tree house.John took a drink from his water bottle and admired his work.John finished cleaning up all the paint supplies and wiped his forehead with a towel.John watched as his son jumped up and down for joy after seeing his newly-painted tree house.,plausible
John built a tree house for his son.John watched as his son jumped up and down for joy after seeing his newly-painted tree house.John took a drink from his water bottle and admired his work.John finished cleaning up all the paint supplies and wiped his forehead with a towel.John planned to surprise his son by painting a skateboard and football along with his son's name on the tree house.,implausible
John built a tree house for his son.John planned to surprise his son by painting a skateboard and football along with his son's name on the tree house.John took a drink from his water bottle and admired his work.John finished cleaning up all the paint supplies and wiped his forehead with a towel.John watched as his son jumped up and down for joy after seeing his newly-painted tree house.,plausible
John watched as his son jumped up and down for joy after seeing his newly-painted tree house.John planned to surprise his son by painting a skateboard and football along with his son's name on the tree house.John took a drink from his water bottle and admired his work.John finished cleaning up all the paint supplies and wiped his forehead with a towel.John built a tree house for his son.,implausible
John built a tree house for his son.John planned to surprise his son by painting a skateboard and football along with his son's name on the tree house.John took a drink from his water bottle and admired his work.John finished cleaning up all the paint supplies and wiped his forehead with a towel.John watched as his son jumped up and down for joy after seeing his newly-painted tree house.,plausible
Mary had to keep working so she pulled out her notebook and highlighter.Mary was working on her laptop when she began having trouble with the keyboard.Mary took the book she was working on and made some copies of the pages on the copier.Mary used the highlighter pen on the copied pages.Mary opened her laptop and tried typing something on the keyboard and it worked again.,implausible
Mary was working on her laptop when she began having trouble with the keyboard.Mary had to keep working so she pulled out her notebook and highlighter.Mary took the book she was working on and made some copies of the pages on the copier.Mary used the highlighter pen on the copied pages.Mary opened her laptop and tried typing something on the keyboard and it worked again.,plausible
Mary was working on her laptop when she began having trouble with the keyboard.Mary had to keep working so she pulled out her notebook and highlighter.Mary used the highlighter pen on the copied pages.Mary took the book she was working on and made some copies of the pages on the copier.Mary opened her laptop and tried typing something on the keyboard and it worked again.,plausible
Mary was working on her laptop when she began having trouble with the keyboard.Mary had to keep working so she pulled out her notebook and highlighter.Mary took the book she was working on and made some copies of the pages on the copier.Mary used the highlighter pen on the copied pages.Mary opened her laptop and tried typing something on the keyboard and it worked again.,plausible
Mary opened her laptop and tried typing something on the keyboard and it worked again.Mary had to keep working so she pulled out her notebook and highlighter.Mary took the book she was working on and made some copies of the pages on the copier.Mary used the highlighter pen on the copied pages.Mary was working on her laptop when she began having trouble with the keyboard.,implausible
Mary was working on her laptop when she began having trouble with the keyboard.Mary had to keep working so she pulled out her notebook and highlighter.Mary took the book she was working on and made some copies of the pages on the copier.Mary used the highlighter pen on the copied pages.Mary opened her laptop and tried typing something on the keyboard and it worked again.,plausible
Ann brushed her teeth and rinsed her face.Ann got out from her bed.Ann dried her face with towel.Ann looked for her skirt but it was lost.Ann put on her pants.,implausible
Ann got out from her bed.Ann brushed her teeth and rinsed her face.Ann dried her face with towel.Ann looked for her skirt but it was lost.Ann put on her pants.,plausible
Ann dried her face with towel.Ann brushed her teeth and rinsed her face.Ann got out from her bed.Ann looked for her skirt but it was lost.Ann put on her pants.,implausible
Ann got out from her bed.Ann brushed her teeth and rinsed her face.Ann dried her face with towel.Ann looked for her skirt but it was lost.Ann put on her pants.,plausible
Ann got out from her bed.Ann dried her face with towel.Ann brushed her teeth and rinsed her face.Ann looked for her skirt but it was lost.Ann put on her pants.,plausible
Ann got out from her bed.Ann brushed her teeth and rinsed her face.Ann dried her face with towel.Ann looked for her skirt but it was lost.Ann put on her pants.,plausible
Mary turned the television off.Mary put the baby on the couch.Mary served food to the table.Mary cooked some food in the kitchen.The baby cried because he was hungry.,implausible
Mary turned the television off.Mary put the baby on the couch.Mary cooked some food in the kitchen.Mary served food to the table.The baby cried because he was hungry.,implausible
Mary turned on the dryer to test it but it did not work.Mary plugged in the hair dryer.Mary decided to wash her hair with the pink shampoo bottle.Mary used the soap bar to bathe.Mary used the towel to dry her hair.,implausible
Mary plugged in the hair dryer.Mary turned on the dryer to test it but it did not work.Mary decided to wash her hair with the pink shampoo bottle.Mary used the soap bar to bathe.Mary used the towel to dry her hair.,plausible
Mary plugged in the hair dryer.Mary turned on the dryer to test it but it did not work.Mary decided to wash her hair with the pink shampoo bottle.Mary used the towel to dry her hair.Mary used the soap bar to bathe.,implausible
Mary plugged in the hair dryer.Mary turned on the dryer to test it but it did not work.Mary decided to wash her hair with the pink shampoo bottle.Mary used the soap bar to bathe.Mary used the towel to dry her hair.,plausible
Mary plugged in the hair dryer.Mary turned on the dryer to test it but it did not work.Mary used the towel to dry her hair.Mary used the soap bar to bathe.Mary decided to wash her hair with the pink shampoo bottle.,implausible
Mary plugged in the hair dryer.Mary turned on the dryer to test it but it did not work.Mary decided to wash her hair with the pink shampoo bottle.Mary used the soap bar to bathe.Mary used the towel to dry her hair.,plausible
John drove to the forest in his car.John took out his rope.John used the chainsaw to cut down the tree.John took out his chainsaw.John tied the tree to his car with a rope.,implausible
John drove to the forest in his car.John took out his rope.John took out his chainsaw.John used the chainsaw to cut down the tree.John tied the tree to his car with a rope.,implausible
John drove to the forest in his car.John tied the tree to his car with a rope.John took out his chainsaw.John used the chainsaw to cut down the tree.John took out his rope.,implausible
John drove to the forest in his car.John took out his rope.John took out his chainsaw.John used the chainsaw to cut down the tree.John tied the tree to his car with a rope.,implausible
Mary turned on her table lamp and made a collage with the pieces of paper.Mary used scissors to completely cut up her notebook.Mary used a pencil to draw tiny pictures on parts of the collage.Mary used a copier to make three copies of her collage.Mary put the copies carefully between the pages of a book.,implausible
Mary used scissors to completely cut up her notebook.Mary turned on her table lamp and made a collage with the pieces of paper.Mary used a pencil to draw tiny pictures on parts of the collage.Mary used a copier to make three copies of her collage.Mary put the copies carefully between the pages of a book.,implausible
Mary used scissors to completely cut up her notebook.Mary used a copier to make three copies of her collage.Mary used a pencil to draw tiny pictures on parts of the collage.Mary turned on her table lamp and made a collage with the pieces of paper.Mary put the copies carefully between the pages of a book.,implausible
Mary used scissors to completely cut up her notebook.Mary turned on her table lamp and made a collage with the pieces of paper.Mary used a pencil to draw tiny pictures on parts of the collage.Mary used a copier to make three copies of her collage.Mary put the copies carefully between the pages of a book.,implausible
Mary used scissors to completely cut up her notebook.Mary turned on her table lamp and made a collage with the pieces of paper.Mary used a pencil to draw tiny pictures on parts of the collage.Mary put the copies carefully between the pages of a book.Mary used a copier to make three copies of her collage.,implausible
Mary used scissors to completely cut up her notebook.Mary turned on her table lamp and made a collage with the pieces of paper.Mary used a pencil to draw tiny pictures on parts of the collage.Mary used a copier to make three copies of her collage.Mary put the copies carefully between the pages of a book.,implausible
Mary used scissors to completely cut up her notebook.Mary used a pencil to draw tiny pictures on parts of the collage.Mary turned on her table lamp and made a collage with the pieces of paper.Mary used a copier to make three copies of her collage.Mary put the copies carefully between the pages of a book.,implausible
Mary used scissors to completely cut up her notebook.Mary turned on her table lamp and made a collage with the pieces of paper.Mary used a pencil to draw tiny pictures on parts of the collage.Mary used a copier to make three copies of her collage.Mary put the copies carefully between the pages of a book.,implausible
Ann dried her hair with a hair dryer.Ann turned on the faucet.Ann brushed her teeth with toothpaste.Ann went to sleep with a blanket.Ann threw away her shampoo bottle.,implausible
Ann dried her hair with a hair dryer.Ann turned on the faucet.Ann brushed her teeth with toothpaste.Ann threw away her shampoo bottle.Ann went to sleep with a blanket.,plausible
Ann dried her hair with a hair dryer.Ann turned on the faucet.Ann went to sleep with a blanket.Ann threw away her shampoo bottle.Ann brushed her teeth with toothpaste.,implausible
Ann dried her hair with a hair dryer.Ann turned on the faucet.Ann brushed her teeth with toothpaste.Ann threw away her shampoo bottle.Ann went to sleep with a blanket.,plausible
Ann dried her hair with a hair dryer.Ann went to sleep with a blanket.Ann brushed her teeth with toothpaste.Ann threw away her shampoo bottle.Ann turned on the faucet.,implausible
Ann dried her hair with a hair dryer.Ann turned on the faucet.Ann brushed her teeth with toothpaste.Ann threw away her shampoo bottle.Ann went to sleep with a blanket.,plausible
Ann went to sleep with a blanket.Ann turned on the faucet.Ann brushed her teeth with toothpaste.Ann threw away her shampoo bottle.Ann dried her hair with a hair dryer.,plausible
Ann dried her hair with a hair dryer.Ann turned on the faucet.Ann brushed her teeth with toothpaste.Ann threw away her shampoo bottle.Ann went to sleep with a blanket.,plausible
Ann went to the sandbox and built some castles.Ann saw a squirrel on the fence.Ann was wearing shorts.Ann threw the football to her friends.Ann reached into her duffle bag and got out a football since the tennis court is closed.,implausible
Ann went to the sandbox and built some castles.Ann saw a squirrel on the fence.Ann was wearing shorts.Ann reached into her duffle bag and got out a football since the tennis court is closed.Ann threw the football to her friends.,plausible
John took out the wrench.John opened the box.John fixed his bicycle.John put the wrench back in the box.John rode the bicycle to the store.,plausible
John opened the box.John took out the wrench.John fixed his bicycle.John put the wrench back in the box.John rode the bicycle to the store.,plausible
John put the wrench back in the box.John took out the wrench.John fixed his bicycle.John opened the box.John rode the bicycle to the store.,implausible
John opened the box.John took out the wrench.John fixed his bicycle.John put the wrench back in the box.John rode the bicycle to the store.,plausible
John opened the box.John put the wrench back in the box.John fixed his bicycle.John took out the wrench.John rode the bicycle to the store.,implausible
John opened the box.John took out the wrench.John fixed his bicycle.John put the wrench back in the box.John rode the bicycle to the store.,plausible
John opened the box.John took out the wrench.John rode the bicycle to the store.John put the wrench back in the box.John fixed his bicycle.,implausible
John opened the box.John took out the wrench.John fixed his bicycle.John put the wrench back in the box.John rode the bicycle to the store.,plausible
John took a sip from the cup.John made a cup of tea.John dumped the tea in the sink.John dropped the knife down the drain.John ate some cereal.,implausible
John made a cup of tea.John took a sip from the cup.John dumped the tea in the sink.John dropped the knife down the drain.John ate some cereal.,plausible
John dumped the tea in the sink.John took a sip from the cup.John made a cup of tea.John dropped the knife down the drain.John ate some cereal.,implausible
John made a cup of tea.John took a sip from the cup.John dumped the tea in the sink.John dropped the knife down the drain.John ate some cereal.,plausible
John made a cup of tea.John dumped the tea in the sink.John took a sip from the cup.John dropped the knife down the drain.John ate some cereal.,implausible
John made a cup of tea.John took a sip from the cup.John dumped the tea in the sink.John dropped the knife down the drain.John ate some cereal.,plausible
Mary put her laptop computer on the desk.Mary connected the printer to the computer.Mary put the printer on the desk.Mary printed a paper.Mary turned off the computer and the printer.,implausible
Mary put her laptop computer on the desk.Mary put the printer on the desk.Mary connected the printer to the computer.Mary printed a paper.Mary turned off the computer and the printer.,implausible
Mary put her laptop computer on the desk.Mary put the printer on the desk.Mary connected the printer to the computer.Mary turned off the computer and the printer.Mary printed a paper.,implausible
Mary put her laptop computer on the desk.Mary put the printer on the desk.Mary connected the printer to the computer.Mary printed a paper.Mary turned off the computer and the printer.,implausible
Mary put her laptop computer on the desk.Mary put the printer on the desk.Mary printed a paper.Mary connected the printer to the computer.Mary turned off the computer and the printer.,implausible
Mary put her laptop computer on the desk.Mary put the printer on the desk.Mary connected the printer to the computer.Mary printed a paper.Mary turned off the computer and the printer.,implausible
Mary connected the printer to the computer.Mary put the printer on the desk.Mary put her laptop computer on the desk.Mary printed a paper.Mary turned off the computer and the printer.,implausible
Mary put her laptop computer on the desk.Mary put the printer on the desk.Mary connected the printer to the computer.Mary printed a paper.Mary turned off the computer and the printer.,implausible
Ann took out the egg beater.Ann then beat the eggs together with the beater.Ann cracked some eggs and put them in the bowl.Ann put the remnants in a baking pan.Ann baked a cake with the pan.,plausible
Ann took out the egg beater.Ann cracked some eggs and put them in the bowl.Ann then beat the eggs together with the beater.Ann put the remnants in a baking pan.Ann baked a cake with the pan.,plausible
Ann took out the egg beater.Ann cracked some eggs and put them in the bowl.Ann then beat the eggs together with the beater.Ann baked a cake with the pan.Ann put the remnants in a baking pan.,plausible
Ann took out the egg beater.Ann cracked some eggs and put them in the bowl.Ann then beat the eggs together with the beater.Ann put the remnants in a baking pan.Ann baked a cake with the pan.,plausible
Ann then beat the eggs together with the beater.Ann cracked some eggs and put them in the bowl.Ann took out the egg beater.Ann put the remnants in a baking pan.Ann baked a cake with the pan.,implausible
Ann took out the egg beater.Ann cracked some eggs and put them in the bowl.Ann then beat the eggs together with the beater.Ann put the remnants in a baking pan.Ann baked a cake with the pan.,plausible
Ann put bleach in the water in the bathtub.Ann filled the bathtub with water.Ann picked up her socks and dropped them in the bathtub.Ann washed the socks with hands.Ann hung the wet socks under the shelf.,implausible
Ann filled the bathtub with water.Ann put bleach in the water in the bathtub.Ann picked up her socks and dropped them in the bathtub.Ann washed the socks with hands.Ann hung the wet socks under the shelf.,plausible
Ann filled the bathtub with water.Ann put bleach in the water in the bathtub.Ann picked up her socks and dropped them in the bathtub.Ann hung the wet socks under the shelf.Ann washed the socks with hands.,plausible
Ann filled the bathtub with water.Ann put bleach in the water in the bathtub.Ann picked up her socks and dropped them in the bathtub.Ann washed the socks with hands.Ann hung the wet socks under the shelf.,plausible
Ann filled the bathtub with water.Ann put bleach in the water in the bathtub.Ann washed the socks with hands.Ann picked up her socks and dropped them in the bathtub.Ann hung the wet socks under the shelf.,plausible
Ann filled the bathtub with water.Ann put bleach in the water in the bathtub.Ann picked up her socks and dropped them in the bathtub.Ann washed the socks with hands.Ann hung the wet socks under the shelf.,plausible
John decided on cake and a scoop of vanilla ice cream.John wanted dessert after his dinner.The cake was hot and fresh from the oven.The cake melted the scoop of ice cream in his bowl.John placed the bowl in his fridge to cool his dessert down.,implausible
John wanted dessert after his dinner.John decided on cake and a scoop of vanilla ice cream.The cake was hot and fresh from the oven.The cake melted the scoop of ice cream in his bowl.John placed the bowl in his fridge to cool his dessert down.,plausible
John wanted dessert after his dinner.John decided on cake and a scoop of vanilla ice cream.John placed the bowl in his fridge to cool his dessert down.The cake melted the scoop of ice cream in his bowl.The cake was hot and fresh from the oven.,implausible
John wanted dessert after his dinner.John decided on cake and a scoop of vanilla ice cream.The cake was hot and fresh from the oven.The cake melted the scoop of ice cream in his bowl.John placed the bowl in his fridge to cool his dessert down.,plausible
Ann stacked the chainsaw on top of the lawnmower.Ann put away the lawnmower.Ann threw the box in the fire.Ann threw the rope in the fire.Ann stores the bicycle next to the lawnmower.,implausible
Ann put away the lawnmower.Ann stacked the chainsaw on top of the lawnmower.Ann threw the box in the fire.Ann threw the rope in the fire.Ann stores the bicycle next to the lawnmower.,implausible
"Mike sits down on the couch.Mike decides he wants to watch a television show.Mike picks up the remote off of the end table next to him.After flipping through the guide, he settles on Shark Tank on CNBC.Mike uses it to turn on the TV.Mike feels satisfied.",plausible
"Mike sits down on the couch.Mike decides he wants to watch a television show.Mike picks up the remote off of the end table next to him.Mike uses it to turn on the TV.After flipping through the guide, he settles on Shark Tank on CNBC.Mike feels satisfied.",plausible
"Mike sits down on the couch.Mike decides he wants to watch a television show.Mike uses it to turn on the TV.Mike picks up the remote off of the end table next to him.After flipping through the guide, he settles on Shark Tank on CNBC.Mike feels satisfied.",implausible
"Mike sits down on the couch.Mike decides he wants to watch a television show.Mike picks up the remote off of the end table next to him.Mike uses it to turn on the TV.After flipping through the guide, he settles on Shark Tank on CNBC.Mike feels satisfied.",plausible
Mary opened the dustbin.Mary took a bowl of cucumbers from the fridge.Mary dropped the cup in the dustbin.Mary opened the fridge.Mary ate a cucumber.,implausible
Mary opened the dustbin.Mary opened the fridge.Mary dropped the cup in the dustbin.Mary took a bowl of cucumbers from the fridge.Mary ate a cucumber.,plausible
Mary opened the dustbin.Mary opened the fridge.Mary dropped the cup in the dustbin.Mary ate a cucumber.Mary took a bowl of cucumbers from the fridge.,implausible
Mary opened the dustbin.Mary opened the fridge.Mary dropped the cup in the dustbin.Mary took a bowl of cucumbers from the fridge.Mary ate a cucumber.,plausible
Mary dropped the cup in the dustbin.Mary opened the fridge.Mary opened the dustbin.Mary took a bowl of cucumbers from the fridge.Mary ate a cucumber.,implausible
Mary opened the dustbin.Mary opened the fridge.Mary dropped the cup in the dustbin.Mary took a bowl of cucumbers from the fridge.Mary ate a cucumber.,plausible
Mary had a new desktop computer.Mary decided to use her copier to make more pamphlets for a school fundraiser.Mary typed the pamphlets using her new keyboard.Mary cut out the pamphlets with scissors.Mary used blue ink to print the pamphlets but spilled some ink ruining the magazine on her desk.,implausible
Mary had a new desktop computer.Mary decided to use her copier to make more pamphlets for a school fundraiser.Mary typed the pamphlets using her new keyboard.Mary used blue ink to print the pamphlets but spilled some ink ruining the magazine on her desk.Mary cut out the pamphlets with scissors.,implausible
Mary had a new desktop computer.Mary decided to use her copier to make more pamphlets for a school fundraiser.Mary used blue ink to print the pamphlets but spilled some ink ruining the magazine on her desk.Mary typed the pamphlets using her new keyboard.Mary cut out the pamphlets with scissors.,implausible
Mary had a new desktop computer.Mary decided to use her copier to make more pamphlets for a school fundraiser.Mary typed the pamphlets using her new keyboard.Mary used blue ink to print the pamphlets but spilled some ink ruining the magazine on her desk.Mary cut out the pamphlets with scissors.,implausible
Mary had a new desktop computer.Mary decided to use her copier to make more pamphlets for a school fundraiser.Mary cut out the pamphlets with scissors.Mary used blue ink to print the pamphlets but spilled some ink ruining the magazine on her desk.Mary typed the pamphlets using her new keyboard.,plausible
Mary had a new desktop computer.Mary decided to use her copier to make more pamphlets for a school fundraiser.Mary typed the pamphlets using her new keyboard.Mary used blue ink to print the pamphlets but spilled some ink ruining the magazine on her desk.Mary cut out the pamphlets with scissors.,implausible
Mary had a new desktop computer.Mary typed the pamphlets using her new keyboard.Mary decided to use her copier to make more pamphlets for a school fundraiser.Mary used blue ink to print the pamphlets but spilled some ink ruining the magazine on her desk.Mary cut out the pamphlets with scissors.,implausible
Mary had a new desktop computer.Mary decided to use her copier to make more pamphlets for a school fundraiser.Mary typed the pamphlets using her new keyboard.Mary used blue ink to print the pamphlets but spilled some ink ruining the magazine on her desk.Mary cut out the pamphlets with scissors.,implausible
John grabbed the tennis ball.John put the tennis ball and skateboard in the duffle bag.John opened the duffle bag.John walked to the fence.John jumped over the fence.,implausible
John grabbed the tennis ball.John opened the duffle bag.John put the tennis ball and skateboard in the duffle bag.John walked to the fence.John jumped over the fence.,implausible
John grabbed the tennis ball.John opened the duffle bag.John put the tennis ball and skateboard in the duffle bag.John jumped over the fence.John walked to the fence.,implausible
John grabbed the tennis ball.John opened the duffle bag.John put the tennis ball and skateboard in the duffle bag.John walked to the fence.John jumped over the fence.,implausible
John put the tennis ball and skateboard in the duffle bag.John opened the duffle bag.John grabbed the tennis ball.John walked to the fence.John jumped over the fence.,implausible
John grabbed the tennis ball.John opened the duffle bag.John put the tennis ball and skateboard in the duffle bag.John walked to the fence.John jumped over the fence.,implausible
Mary talked on the phone.Mary was cooled by the fan.Mary put down the phone on the coffee table.Mary played with her toy car in her bedroom.Mary walked from her couch to her bedroom.,implausible
Mary talked on the phone.Mary was cooled by the fan.Mary put down the phone on the coffee table.Mary walked from her couch to her bedroom.Mary played with her toy car in her bedroom.,implausible
Mary put down the phone on the coffee table.Mary was cooled by the fan.Mary talked on the phone.Mary walked from her couch to her bedroom.Mary played with her toy car in her bedroom.,implausible
Mary talked on the phone.Mary was cooled by the fan.Mary put down the phone on the coffee table.Mary walked from her couch to her bedroom.Mary played with her toy car in her bedroom.,implausible
Ann carried her umbrella outside.Ann opened the door and saw it was raining.Ann took scissors out of her pocket.Ann cut the umbrella into pieces with the scissors.Ann put the scissors back in her pocket.,plausible
Ann opened the door and saw it was raining.Ann carried her umbrella outside.Ann took scissors out of her pocket.Ann cut the umbrella into pieces with the scissors.Ann put the scissors back in her pocket.,plausible
Ann opened the door and saw it was raining.Ann carried her umbrella outside.Ann took scissors out of her pocket.Ann put the scissors back in her pocket.Ann cut the umbrella into pieces with the scissors.,implausible
Ann opened the door and saw it was raining.Ann carried her umbrella outside.Ann took scissors out of her pocket.Ann cut the umbrella into pieces with the scissors.Ann put the scissors back in her pocket.,plausible
Ann opened the door and saw it was raining.Ann carried her umbrella outside.Ann cut the umbrella into pieces with the scissors.Ann took scissors out of her pocket.Ann put the scissors back in her pocket.,implausible
Ann opened the door and saw it was raining.Ann carried her umbrella outside.Ann took scissors out of her pocket.Ann cut the umbrella into pieces with the scissors.Ann put the scissors back in her pocket.,plausible
Mary washed her hands in the sink.Mary placed a cup of soup into the microwave and turned on the microwave.Mary walked over to the counter and opened the microwave.Mary grabbed a spoon out of the drawer.Mary opened the microwave and stirred the cup of soup with the spoon.,implausible
Mary washed her hands in the sink.Mary walked over to the counter and opened the microwave.Mary placed a cup of soup into the microwave and turned on the microwave.Mary grabbed a spoon out of the drawer.Mary opened the microwave and stirred the cup of soup with the spoon.,implausible
Mary washed her hands in the sink.Mary walked over to the counter and opened the microwave.Mary placed a cup of soup into the microwave and turned on the microwave.Mary opened the microwave and stirred the cup of soup with the spoon.Mary grabbed a spoon out of the drawer.,implausible
Mary washed her hands in the sink.Mary walked over to the counter and opened the microwave.Mary placed a cup of soup into the microwave and turned on the microwave.Mary grabbed a spoon out of the drawer.Mary opened the microwave and stirred the cup of soup with the spoon.,implausible
Mary washed her hands in the sink.Mary walked over to the counter and opened the microwave.Mary opened the microwave and stirred the cup of soup with the spoon.Mary grabbed a spoon out of the drawer.Mary placed a cup of soup into the microwave and turned on the microwave.,implausible
Mary washed her hands in the sink.Mary walked over to the counter and opened the microwave.Mary placed a cup of soup into the microwave and turned on the microwave.Mary grabbed a spoon out of the drawer.Mary opened the microwave and stirred the cup of soup with the spoon.,implausible
"Ann washed her hair in the shower, using the last of the shampoo from the shampoo bottle.Ann went into the bathroom and turned on the shower faucet.Ann got out of the shower and used her hair dryer.Ann threw her sheet and blanket in the washer but found she was out of laundry detergent.Ann brushed her teeth with toothpaste and went to the store for detergent.",implausible
"Ann went into the bathroom and turned on the shower faucet.Ann washed her hair in the shower, using the last of the shampoo from the shampoo bottle.Ann got out of the shower and used her hair dryer.Ann threw her sheet and blanket in the washer but found she was out of laundry detergent.Ann brushed her teeth with toothpaste and went to the store for detergent.",plausible
"Ann went into the bathroom and turned on the shower faucet.Ann washed her hair in the shower, using the last of the shampoo from the shampoo bottle.Ann got out of the shower and used her hair dryer.Ann brushed her teeth with toothpaste and went to the store for detergent.Ann threw her sheet and blanket in the washer but found she was out of laundry detergent.",implausible
"Ann went into the bathroom and turned on the shower faucet.Ann washed her hair in the shower, using the last of the shampoo from the shampoo bottle.Ann got out of the shower and used her hair dryer.Ann threw her sheet and blanket in the washer but found she was out of laundry detergent.Ann brushed her teeth with toothpaste and went to the store for detergent.",plausible
"Ann went into the bathroom and turned on the shower faucet.Ann got out of the shower and used her hair dryer.Ann washed her hair in the shower, using the last of the shampoo from the shampoo bottle.Ann threw her sheet and blanket in the washer but found she was out of laundry detergent.Ann brushed her teeth with toothpaste and went to the store for detergent.",plausible
"Ann went into the bathroom and turned on the shower faucet.Ann washed her hair in the shower, using the last of the shampoo from the shampoo bottle.Ann got out of the shower and used her hair dryer.Ann threw her sheet and blanket in the washer but found she was out of laundry detergent.Ann brushed her teeth with toothpaste and went to the store for detergent.",plausible
Tom turned the oven on.Tom cut up the meat.Tom cut the potato.Tom peeled the potato.Tom put the food in the oven.,implausible
Tom turned the oven on.Tom cut up the meat.Tom peeled the potato.Tom cut the potato.Tom put the food in the oven.,implausible
Tom turned the oven on.Tom cut up the meat.Tom put the food in the oven.Tom cut the potato.Tom peeled the potato.,implausible
Tom turned the oven on.Tom cut up the meat.Tom peeled the potato.Tom cut the potato.Tom put the food in the oven.,implausible
Tom turned the oven on.Tom put the food in the oven.Tom peeled the potato.Tom cut the potato.Tom cut up the meat.,implausible
Tom turned the oven on.Tom cut up the meat.Tom peeled the potato.Tom cut the potato.Tom put the food in the oven.,implausible
John printed out a page from his computer.John refilled the printer with paper.John threw his pen away since it was out of ink.John flattened the cardboard box.John turned on the desktop computer.,implausible
John turned on the desktop computer.John refilled the printer with paper.John threw his pen away since it was out of ink.John flattened the cardboard box.John printed out a page from his computer.,implausible
"Tom put a new table lamp on the table.Tom put a stapler, a pencil and a blue ink pen by the laptop.Tom opened his briefcase and took out his laptop and placed it on the table.Tom got a book from the book shelf and opened it to the page he marked.Tom began trying to learn how to use the software he had just installed on his laptop.",implausible
"Tom put a new table lamp on the table.Tom opened his briefcase and took out his laptop and placed it on the table.Tom put a stapler, a pencil and a blue ink pen by the laptop.Tom got a book from the book shelf and opened it to the page he marked.Tom began trying to learn how to use the software he had just installed on his laptop.",plausible
"Tom put a new table lamp on the table.Tom began trying to learn how to use the software he had just installed on his laptop.Tom put a stapler, a pencil and a blue ink pen by the laptop.Tom got a book from the book shelf and opened it to the page he marked.Tom opened his briefcase and took out his laptop and placed it on the table.",implausible
"Tom put a new table lamp on the table.Tom opened his briefcase and took out his laptop and placed it on the table.Tom put a stapler, a pencil and a blue ink pen by the laptop.Tom got a book from the book shelf and opened it to the page he marked.Tom began trying to learn how to use the software he had just installed on his laptop.",plausible
John was sitting in front of his desktop computer.John typed some keywords with keyboard.John take the pen on his table.John made copies of his notes on the printer.John write down some notes on his notebook.,plausible
John was sitting in front of his desktop computer.John typed some keywords with keyboard.John take the pen on his table.John write down some notes on his notebook.John made copies of his notes on the printer.,plausible
